"","varHist","varHistPonde"
"1251",1.34514156237335,1.21576922161409
"1252",1.34514156237335,1.21576922161409
"1253",1.34514156237335,1.21576922161409
"1254",1.34514156237335,1.21576922161409
"1257",1.34514156237335,1.21576922161409
"1258",1.34514156237335,1.21576922161409
"1259",1.34514156237335,1.21576922161409
"1260",1.34514156237335,1.13167774934114
"1261",1.34514156237335,1.13167774934114
"1264",1.34514156237335,1.09989389752383
"1265",1.34514156237335,1.09150471999875
"1266",1.34514156237335,1.02322187593539
"1267",1.34514156237335,1.02322187593539
"1268",1.34514156237335,0.814077533836759
"1271",1.34514156237335,0.814077533836759
"1272",1.34514156237335,0.814077533836759
"1273",1.34514156237335,0.814077533836759
"1274",1.34514156237335,1.09179691835521
"1275",1.34514156237335,1.09179691835521
"1278",1.34514156237335,1.09179691835521
"1279",1.34514156237335,1.09179691835521
"1280",1.30710184613666,1.09179691835521
"1281",1.30710184613666,1.09179691835521
"1282",1.30710184613666,1.09179691835521
"1285",1.30710184613666,1.09179691835521
"1286",1.34514156237335,1.24091189828972
"1287",1.34514156237335,1.21576922161409
"1288",1.34514156237335,1.21576922161409
"1289",1.34514156237335,1.21576922161409
"1292",1.34514156237335,1.21576922161409
"1293",1.34514156237335,1.20792223340586
"1294",1.34514156237335,1.13167774934114
"1295",1.55591274478416,1.78329008006745
"1296",1.55591274478416,1.78329008006745
"1299",1.55591274478416,1.78329008006745
"1300",1.55591274478416,1.78329008006745
"1301",1.55591274478416,1.78329008006745
"1302",1.55591274478416,1.78329008006745
"1303",1.55591274478416,1.38607280583649
"1306",1.55591274478416,1.38607280583649
"1307",1.55591274478416,1.38607280583649
"1308",1.55591274478416,1.38607280583649
"1309",1.55591274478416,1.38607280583649
"1310",1.55591274478416,1.38607280583649
"1313",1.55591274478416,1.27151251131572
"1314",1.55591274478416,1.27151251131572
"1315",1.55591274478416,1.27151251131572
"1316",1.55591274478416,1.27151251131572
"1317",1.55591274478416,1.27151251131572
"1320",1.57477126948584,1.42036103256683
"1321",1.40150250786515,1.42036103256683
"1322",1.58367910394211,1.78329008006745
"1323",1.58367910394211,1.78329008006745
"1324",1.58367910394211,1.78329008006745
"1327",1.58367910394211,1.78329008006745
"1328",1.58367910394211,1.78329008006745
"1329",1.58367910394211,1.78329008006745
"1330",1.58367910394211,1.78329008006745
"1331",1.58367910394211,1.78329008006745
"1334",1.58367910394211,1.42036103256683
"1335",1.58367910394211,1.42036103256683
"1336",1.58367910394211,1.42036103256683
"1337",1.58367910394211,1.42036103256683
"1338",1.58367910394211,1.42036103256683
"1341",1.58367910394211,1.42036103256683
"1342",1.58367910394211,1.42036103256683
"1343",1.58367910394211,1.42036103256683
"1344",1.58367910394211,1.42036103256683
"1345",1.58367910394211,1.42036103256683
"1348",1.58367910394211,1.42036103256683
"1349",1.58367910394211,1.42036103256683
"1350",1.58367910394211,1.38607280583649
"1351",1.58367910394211,1.38607280583649
"1352",1.58367910394211,1.27151251131572
"1356",1.58367910394211,1.27151251131572
"1357",1.58367910394211,1.27151251131572
"1358",1.58367910394211,1.27151251131572
"1359",1.58367910394211,1.27151251131572
"1362",1.58367910394211,1.27151251131572
"1363",1.58367910394211,1.27151251131572
"1364",1.58367910394211,1.21576922161409
"1365",1.58367910394211,1.21390743381276
"1366",1.58367910394211,1.21390743381276
"1369",1.58367910394211,1.21390743381276
"1370",1.58367910394211,1.21390743381276
"1371",1.72510133282564,1.67749235780961
"1372",1.72510133282564,1.67749235780961
"1373",1.72510133282564,1.42036103256683
"1376",1.72510133282564,1.42036103256683
"1377",1.72510133282564,1.42036103256683
"1378",1.72510133282564,1.42036103256683
"1379",1.72510133282564,1.42036103256683
"1380",1.72510133282564,1.42036103256683
"1383",1.72510133282564,1.38607280583649
"1384",1.72510133282564,1.27151251131572
"1385",1.72510133282564,1.27151251131572
"1386",1.72510133282564,1.27151251131572
"1387",1.72510133282564,1.27151251131572
"1390",1.72510133282564,1.21390743381276
"1391",1.53607012892608,1.21390743381276
"1392",1.53607012892608,1.21390743381276
"1393",1.53607012892608,1.21390743381276
"1394",1.53607012892608,1.21390743381276
"1397",1.53607012892608,1.21390743381276
"1398",1.53607012892608,1.21390743381276
"1399",1.53607012892608,1.19639673842147
"1400",1.40150250786515,1.19639673842147
"1401",1.40150250786515,1.19639673842147
"1404",1.40150250786515,1.09179691835521
"1405",1.40150250786515,1.07588014108265
"1406",1.40150250786515,1.07588014108265
"1407",1.40150250786515,1.07588014108265
"1408",1.40150250786515,1.07588014108265
"1411",1.32306464385007,1.07588014108265
"1412",1.32306464385007,1.14153654519379
"1413",1.25468217415142,1.14153654519379
"1414",1.23789157087888,1.14153654519379
"1415",1.23789157087888,1.14153654519379
"1419",1.22461224914562,1.14153654519379
"1420",1.22461224914562,1.14153654519379
"1421",1.21474523832336,1.14153654519379
"1422",1.21474523832336,1.14153654519379
"1425",1.21474523832336,1.14153654519379
"1426",1.22461224914562,1.38607280583649
"1427",1.21474523832336,1.27151251131572
"1428",1.21474523832336,1.21576922161409
"1429",1.21474523832336,1.21390743381276
"1432",1.21474523832336,1.21390743381276
"1433",1.21474523832336,1.19639673842147
"1434",1.21474523832336,1.19639673842147
"1435",1.21474523832336,1.14153654519379
"1436",1.21474523832336,1.14153654519379
"1439",1.21474523832336,1.14153654519379
"1440",1.21474523832336,1.14153654519379
"1441",1.20427655134755,1.14153654519379
"1443",1.20427655134755,1.14153654519379
"1446",1.20427655134755,1.14153654519379
"1447",1.20427655134755,1.14153654519379
"1448",1.16622363214625,1.14153654519379
"1449",1.16622363214625,1.14153654519379
"1450",1.16622363214625,1.09179691835521
"1453",1.16622363214625,1.07588014108265
"1454",1.16622363214625,1.07588014108265
"1456",1.16622363214625,1.07588014108265
"1457",1.16622363214625,1.07588014108265
"1460",1.20427655134755,1.37408199044463
"1461",1.20427655134755,1.37408199044463
"1463",1.20427655134755,1.37408199044463
"1464",1.20427655134755,1.37408199044463
"1467",1.20427655134755,1.27151251131572
"1468",1.20427655134755,1.21390743381276
"1469",1.20427655134755,1.19639673842147
"1470",1.20427655134755,1.14153654519379
"1471",1.20427655134755,1.14153654519379
"1474",1.20427655134755,1.14153654519379
"1475",1.20427655134755,1.14153654519379
"1476",1.20427655134755,1.14153654519379
"1477",1.20427655134755,1.14153654519379
"1478",1.20427655134755,1.07588014108265
"1481",1.20427655134755,1.07588014108265
"1482",1.20427655134755,1.01801633495446
"1483",1.20427655134755,1.01801633495446
"1484",1.20427655134755,1.01801633495446
"1485",1.20427655134755,1.01801633495446
"1488",1.21474523832336,1.37408199044463
"1489",1.21474523832336,1.37408199044463
"1490",1.21474523832336,1.37408199044463
"1491",1.21474523832336,1.37408199044463
"1492",1.24085370197982,1.6959851867905
"1496",1.24085370197982,1.6959851867905
"1497",1.24085370197982,1.6959851867905
"1498",1.24085370197982,1.6959851867905
"1499",1.24085370197982,1.6959851867905
"1502",1.24085370197982,1.6959851867905
"1503",1.24085370197982,1.67749235780961
"1504",1.24085370197982,1.58070196068955
"1505",1.24085370197982,1.58070196068955
"1506",1.21474523832336,1.58070196068955
"1509",1.21474523832336,1.58070196068955
"1510",1.21474523832336,1.37408199044463
"1511",1.21474523832336,1.37408199044463
"1512",1.21474523832336,1.37408199044463
"1513",1.21474523832336,1.37408199044463
"1516",1.24085370197982,1.6959851867905
"1517",1.31766877692373,1.77844119753105
"1518",1.31766877692373,1.77844119753105
"1519",1.37947785737097,2.22185448605753
"1520",1.37947785737097,2.22185448605753
"1523",1.37947785737097,2.22185448605753
"1524",1.37947785737097,2.22185448605753
"1525",1.37947785737097,2.22185448605753
"1526",1.40150250786515,2.47220683189521
"1527",1.49251445022205,2.47220683189521
"1530",1.62425763939358,2.67930905015442
"1531",1.62425763939358,2.67930905015442
"1532",1.68581413085101,2.67930905015442
"1533",1.73309039162374,5.42347125614076
"1534",1.73309039162374,5.42347125614076
"1538",1.78062319467243,5.42347125614076
"1539",1.93284999800043,5.42347125614076
"1540",1.93284999800043,5.42347125614076
"1541",2.16173370949892,3.6749472576428
"1544",2.21976960898305,3.88333067380765
"1545",2.16173370949892,3.88333067380765
"1546",2.16173370949892,3.88333067380765
"1547",2.16173370949892,3.88333067380765
"1548",2.21976960898305,5.48889918491906
"1551",2.21976960898305,5.42347125614076
"1552",2.21976960898305,5.42347125614076
"1553",2.23746125492036,5.42347125614076
"1554",2.23746125492036,5.42347125614076
"1555",2.23746125492036,5.42347125614076
"1558",2.23746125492036,5.42347125614076
"1559",2.23746125492036,5.42347125614076
"1560",2.23746125492036,5.42347125614076
"1565",2.23746125492036,5.42347125614076
"1566",2.23746125492036,5.42347125614076
"1567",2.26128212792681,5.42347125614076
"1568",2.26128212792681,5.42347125614076
"1569",2.26128212792681,3.88333067380765
"1572",2.26128212792681,3.88333067380765
"1573",2.26128212792681,3.88333067380765
"1574",2.26128212792681,3.88333067380765
"1575",2.26128212792681,3.88333067380765
"1576",2.26128212792681,3.88333067380765
"1579",2.26128212792681,3.88333067380765
"1580",2.26128212792681,3.88333067380765
"1581",2.26128212792681,3.88333067380765
"1582",2.26128212792681,3.88333067380765
"1586",2.26128212792681,3.6749472576428
"1587",2.26128212792681,3.6749472576428
"1588",2.26128212792681,3.6749472576428
"1589",2.26128212792681,3.6749472576428
"1590",2.26128212792681,3.6749472576428
"1593",2.26128212792681,3.6749472576428
"1594",2.26128212792681,3.6749472576428
"1595",2.27457014851247,3.26178191122788
"1596",2.27457014851247,3.26178191122788
"1597",2.27457014851247,3.26178191122788
"1600",2.27457014851247,3.26178191122788
"1601",2.36853987653789,3.42734078290124
"1602",2.36853987653789,3.42734078290124
"1603",2.36853987653789,3.42734078290124
"1604",2.36853987653789,3.42734078290124
"1607",2.36853987653789,3.42734078290124
"1608",2.36853987653789,3.42734078290124
"1609",2.36853987653789,3.42734078290124
"1610",2.36853987653789,3.42734078290124
"1611",2.36853987653789,3.42734078290124
"1614",2.36853987653789,3.42734078290124
"1615",2.36853987653789,3.42734078290124
"1616",2.36853987653789,3.42734078290124
"1617",2.36853987653789,3.42734078290124
"1618",2.36853987653789,3.26178191122788
"1621",2.36853987653789,3.26178191122788
"1622",2.36853987653789,3.26178191122788
"1623",2.41841994104731,3.26178191122788
"1624",2.49314409988156,3.83256915010766
"1625",2.49314409988156,3.6749472576428
"1628",2.49314409988156,3.6749472576428
"1629",2.49314409988156,3.6749472576428
"1630",2.49314409988156,3.42734078290124
"1631",2.49314409988156,3.42734078290124
"1632",2.49314409988156,3.42734078290124
"1635",2.49314409988156,3.42734078290124
"1636",2.49314409988156,3.42734078290124
"1637",2.49314409988156,3.42734078290124
"1638",2.49314409988156,3.42734078290124
"1639",2.49314409988156,3.42734078290124
"1642",2.49314409988156,3.42734078290124
"1643",2.49314409988156,3.26178191122788
"1644",2.49314409988156,3.26178191122788
"1645",2.49314409988156,2.89307057759295
"1646",2.49314409988156,2.89307057759295
"1649",2.49314409988156,2.89307057759295
"1650",2.49314409988156,2.89307057759295
"1651",2.49314409988156,2.89307057759295
"1652",2.49314409988156,2.89307057759295
"1653",2.49314409988156,2.67930905015442
"1656",2.49314409988156,2.67930905015442
"1657",2.49314409988156,2.59818937535549
"1658",2.49314409988156,2.59818937535549
"1659",2.49314409988156,2.59818937535549
"1660",2.49314409988156,2.52817971755969
"1663",2.49314409988156,2.52817971755969
"1664",2.49314409988156,2.5187340940871
"1665",2.49314409988156,2.47220683189521
"1666",2.49314409988156,2.37441248489903
"1667",2.49314409988156,2.37441248489903
"1670",2.49314409988156,2.37441248489903
"1671",2.49314409988156,2.37441248489903
"1672",2.49314409988156,2.37441248489903
"1673",2.49314409988156,2.37441248489903
"1674",2.49314409988156,2.37441248489903
"1677",2.49314409988156,2.28372145851827
"1678",2.49314409988156,2.26708271305317
"1679",2.49314409988156,2.22185448605753
"1680",2.49314409988156,1.94181791015686
"1681",2.49314409988156,1.94181791015686
"1684",2.49314409988156,1.94181791015686
"1685",2.49314409988156,1.94181791015686
"1686",2.49314409988156,1.94181791015686
"1687",2.49314409988156,1.85231891199016
"1688",2.49314409988156,1.85231891199016
"1691",2.49314409988156,1.85231891199016
"1692",2.49314409988156,1.85231891199016
"1693",2.49314409988156,1.85231891199016
"1694",2.49314409988156,1.85231891199016
"1695",2.49314409988156,1.85231891199016
"1698",2.49314409988156,1.85231891199016
"1699",2.49314409988156,1.77844119753105
"1700",2.49314409988156,1.71069154999873
"1701",2.49314409988156,1.59202644896164
"1702",2.49314409988156,1.59202644896164
"1705",2.52298462464977,2.52817971755969
"1706",2.52298462464977,2.47220683189521
"1707",2.52298462464977,2.37441248489903
"1708",2.52298462464977,2.37441248489903
"1709",2.52298462464977,2.37441248489903
"1712",2.52298462464977,2.26708271305317
"1713",2.52298462464977,1.94181791015686
"1714",2.52298462464977,1.94181791015686
"1715",2.52298462464977,1.94181791015686
"1716",2.52298462464977,1.85231891199016
"1719",2.52298462464977,1.85231891199016
"1720",2.52298462464977,1.85231891199016
"1722",2.52298462464977,1.85231891199016
"1723",2.52298462464977,1.77844119753105
"1726",2.52298462464977,1.69868229418489
"1727",2.52298462464977,1.69868229418489
"1728",2.52298462464977,1.69868229418489
"1729",2.52298462464977,1.69868229418489
"1730",2.52298462464977,1.69868229418489
"1733",2.52298462464977,1.69868229418489
"1734",2.52298462464977,1.69868229418489
"1735",2.52298462464977,1.69868229418489
"1736",2.52298462464977,2.24773517238973
"1737",2.52298462464977,2.24773517238973
"1740",2.52298462464977,2.24773517238973
"1741",2.52298462464977,2.24773517238973
"1742",2.52298462464977,2.24773517238973
"1743",2.52298462464977,2.24773517238973
"1744",2.52298462464977,2.24773517238973
"1747",2.52298462464977,1.94181791015686
"1748",2.52298462464977,1.85231891199016
"1749",2.52298462464977,1.85231891199016
"1750",2.52298462464977,1.85231891199016
"1751",2.52298462464977,1.69868229418489
"1754",2.52298462464977,1.69868229418489
"1755",2.52298462464977,1.69868229418489
"1756",2.52298462464977,1.69868229418489
"1757",2.52298462464977,1.69868229418489
"1758",2.52298462464977,1.69868229418489
"1761",2.52298462464977,1.69868229418489
"1762",2.52298462464977,1.64217092788865
"1763",2.52298462464977,1.64217092788865
"1764",2.52298462464977,1.64217092788865
"1765",2.52298462464977,1.64217092788865
"1769",2.52298462464977,1.64217092788865
"1770",2.52298462464977,1.64217092788865
"1771",2.52298462464977,1.64217092788865
"1772",2.52298462464977,1.64217092788865
"1775",2.52298462464977,1.61181243582359
"1776",2.52298462464977,1.61181243582359
"1777",2.52298462464977,1.61181243582359
"1778",2.52298462464977,1.61181243582359
"1779",2.52298462464977,1.61181243582359
"1783",2.52298462464977,1.61181243582359
"1784",2.52298462464977,1.61181243582359
"1785",2.52298462464977,1.61181243582359
"1786",2.52298462464977,1.61181243582359
"1789",2.52298462464977,1.61181243582359
"1790",2.52298462464977,1.61181243582359
"1791",2.52298462464977,1.61181243582359
"1792",2.52298462464977,1.61181243582359
"1793",2.52298462464977,1.75577909163393
"1796",2.52298462464977,1.69868229418489
"1797",2.52298462464977,1.69868229418489
"1798",2.52298462464977,1.69868229418489
"1799",2.52298462464977,1.64217092788865
"1800",2.52298462464977,1.64217092788865
"1803",2.52298462464977,1.64217092788865
"1804",2.52298462464977,1.64217092788865
"1805",2.52298462464977,1.61181243582359
"1806",2.52298462464977,1.61181243582359
"1807",2.52298462464977,1.61181243582359
"1810",2.52298462464977,1.61181243582359
"1811",2.52298462464977,1.61181243582359
"1812",2.52298462464977,1.61181243582359
"1813",2.52298462464977,1.61181243582359
"1814",2.52298462464977,1.61181243582359
"1817",2.52298462464977,1.59674357153562
"1818",2.52298462464977,1.59674357153562
"1819",2.52298462464977,1.59674357153562
"1820",2.52298462464977,1.59674357153562
"1824",2.52298462464977,1.59674357153562
"1825",2.52298462464977,1.59674357153562
"1826",2.52298462464977,1.59202644896164
"1827",2.52298462464977,1.56048736812848
"1831",2.52298462464977,1.55698020500808
"1832",2.52298462464977,1.55698020500808
"1833",2.52298462464977,1.50158998677411
"1834",2.52298462464977,1.50158998677411
"1835",2.52298462464977,1.50158998677411
"1838",2.52298462464977,1.50158998677411
"1839",2.52298462464977,1.50158998677411
"1840",2.52298462464977,1.50158998677411
"1841",2.52298462464977,1.50158998677411
"1842",2.52298462464977,1.50158998677411
"1845",2.52298462464977,1.50158998677411
"1846",2.52298462464977,1.64217092788865
"1847",2.52298462464977,1.64217092788865
"1848",2.52298462464977,1.61181243582359
"1849",2.52298462464977,1.61181243582359
"1852",2.52298462464977,1.61181243582359
"1853",2.52298462464977,1.59674357153562
"1854",2.52298462464977,1.77252571819792
"1855",2.52298462464977,1.77252571819792
"1856",2.54038150662635,2.09376673815262
"1860",2.54038150662635,2.09376673815262
"1861",2.54038150662635,2.09376673815262
"1862",2.54038150662635,2.09376673815262
"1863",2.54038150662635,2.09376673815262
"1866",2.54038150662635,2.09376673815262
"1867",2.54038150662635,1.77252571819792
"1868",2.54038150662635,1.77252571819792
"1869",2.54038150662635,1.77252571819792
"1870",2.54038150662635,1.77252571819792
"1873",2.54038150662635,1.77252571819792
"1874",2.54038150662635,1.77252571819792
"1875",2.54038150662635,1.77252571819792
"1876",2.54038150662635,1.77252571819792
"1877",2.54038150662635,1.77252571819792
"1880",2.54038150662635,1.77252571819792
"1881",2.54038150662635,1.77252571819792
"1882",2.54038150662635,1.77252571819792
"1883",2.54038150662635,1.88043655544871
"1884",2.54038150662635,1.88043655544871
"1887",2.52298462464977,1.88043655544871
"1888",2.52298462464977,1.88043655544871
"1889",2.52298462464977,1.88043655544871
"1890",2.52298462464977,1.88043655544871
"1891",2.52298462464977,1.88043655544871
"1894",2.52298462464977,1.88043655544871
"1895",2.52298462464977,1.88043655544871
"1896",2.43935720903366,1.77252571819792
"1897",2.43935720903366,1.77252571819792
"1898",2.43935720903366,1.77252571819792
"1902",2.30473996301891,1.77252571819792
"1903",2.30473996301891,1.77252571819792
"1904",2.16305253355931,1.77252571819792
"1905",2.01019488275495,1.77252571819792
"1908",2.01019488275495,1.75577909163393
"1909",1.90805816506738,1.75577909163393
"1910",1.86497185154651,1.64217092788865
"1911",1.86497185154651,1.61181243582359
"1912",1.86497185154651,1.59674357153562
"1915",1.86497185154651,1.50158998677411
"1916",1.80843265540442,1.50158998677411
"1917",1.80843265540442,1.50158998677411
"1922",1.80843265540442,1.48268644159121
"1923",1.76331507358772,1.48268644159121
"1924",1.76331507358772,1.48268644159121
"1925",1.76331507358772,1.48268644159121
"1926",1.76331507358772,1.48268644159121
"1929",1.76331507358772,1.48268644159121
"1930",1.76331507358772,1.44072657285715
"1931",1.76331507358772,1.44072657285715
"1932",1.76331507358772,1.41298895595459
"1933",1.73098094373457,1.41298895595459
"1936",1.73098094373457,1.41298895595459
"1937",1.73098094373457,1.3846385735037
"1938",1.73098094373457,1.3846385735037
"1939",1.72437585303695,1.3846385735037
"1940",1.72437585303695,1.3846385735037
"1943",1.72437585303695,1.3846385735037
"1944",1.72437585303695,1.3846385735037
"1945",1.72437585303695,1.3846385735037
"1946",1.72437585303695,1.3846385735037
"1947",1.76331507358772,1.77252571819792
"1950",1.76331507358772,1.77252571819792
"1951",1.76331507358772,1.64217092788865
"1952",1.76331507358772,1.59674357153562
"1953",1.76331507358772,1.50158998677411
"1954",1.76331507358772,1.48268644159121
"1957",1.76331507358772,1.48268644159121
"1958",1.76331507358772,1.48268644159121
"1959",1.79968113001761,1.83287107779723
"1960",1.76331507358772,1.83287107779723
"1961",1.76331507358772,1.83287107779723
"1964",1.76331507358772,1.83287107779723
"1965",1.76331507358772,1.83287107779723
"1966",1.72437585303695,1.83287107779723
"1967",1.72437585303695,1.83287107779723
"1968",1.72437585303695,1.83287107779723
"1971",1.72437585303695,1.83287107779723
"1972",1.72437585303695,1.83287107779723
"1973",1.72437585303695,1.77252571819792
"1974",1.72437585303695,1.77252571819792
"1975",1.72437585303695,1.61181243582359
"1978",1.72437585303695,1.50158998677411
"1979",1.72437585303695,1.48268644159121
"1980",1.72437585303695,1.48268644159121
"1981",1.72437585303695,1.41298895595459
"1982",1.72437585303695,1.3846385735037
"1985",1.72437585303695,1.3846385735037
"1986",1.72437585303695,1.3846385735037
"1987",1.66760104272196,1.3846385735037
"1988",1.62547375725287,1.3846385735037
"1989",1.6035245604652,1.35200965225573
"1992",1.6035245604652,1.35200965225573
"1993",1.6035245604652,1.35200965225573
"1994",1.6035245604652,1.35200965225573
"1995",1.6035245604652,1.35200965225573
"1996",1.6035245604652,1.35200965225573
"1999",1.6035245604652,1.2839994694546
"2000",1.6035245604652,1.2839994694546
"2001",1.6035245604652,1.2839994694546
"2002",1.6035245604652,1.2839994694546
"2003",1.6035245604652,1.2839994694546
"2006",1.6035245604652,1.2839994694546
"2007",1.6035245604652,1.2839994694546
"2008",1.6035245604652,1.2839994694546
"2009",1.6035245604652,1.2839994694546
"2010",1.6035245604652,1.2839994694546
"2013",1.6035245604652,1.23703847989494
"2014",1.6035245604652,1.20632496936918
"2015",1.6035245604652,1.20632496936918
"2016",1.6035245604652,1.16992453404094
"2017",1.59414915411993,1.16992453404094
"2020",1.59414915411993,1.16992453404094
"2021",1.59414915411993,1.15085313688693
"2022",1.59414915411993,1.15085313688693
"2023",1.59414915411993,1.09965783068926
"2024",1.59414915411993,1.09965783068926
"2027",1.6035245604652,1.3846385735037
"2028",1.6035245604652,1.3846385735037
"2029",1.6035245604652,1.35200965225573
"2030",1.6035245604652,1.35200965225573
"2031",1.6035245604652,1.30749436360345
"2034",1.6035245604652,1.2839994694546
"2035",1.6035245604652,1.2839994694546
"2036",1.6035245604652,1.2839994694546
"2037",1.6035245604652,1.2839994694546
"2038",1.6035245604652,1.49516574793436
"2041",1.6035245604652,1.49516574793436
"2042",1.6035245604652,1.49516574793436
"2043",1.6035245604652,1.49516574793436
"2044",1.6035245604652,1.49516574793436
"2045",1.6035245604652,1.49516574793436
"2048",1.6035245604652,1.49516574793436
"2049",1.6035245604652,1.49516574793436
"2050",1.6035245604652,1.49516574793436
"2051",1.6035245604652,1.49516574793436
"2052",1.6035245604652,1.3846385735037
"2055",1.6035245604652,1.35200965225573
"2056",1.6035245604652,1.35200965225573
"2057",1.6035245604652,1.2839994694546
"2058",1.62547375725287,1.72040177683663
"2059",1.62547375725287,1.72040177683663
"2062",1.62547375725287,1.64217092788865
"2063",1.62547375725287,1.49516574793436
"2064",1.62547375725287,1.49516574793436
"2065",1.62547375725287,1.49516574793436
"2066",1.62547375725287,1.49516574793436
"2069",1.62547375725287,1.49516574793436
"2070",1.6035245604652,1.49516574793436
"2071",1.62547375725287,1.72040177683663
"2072",1.62547375725287,1.72040177683663
"2073",1.6035245604652,1.72040177683663
"2076",1.6035245604652,1.72040177683663
"2077",1.6035245604652,1.72040177683663
"2078",1.6035245604652,1.72040177683663
"2079",1.6035245604652,1.72040177683663
"2080",1.6035245604652,1.72040177683663
"2083",1.6035245604652,1.72040177683663
"2084",1.6035245604652,1.72040177683663
"2085",1.6035245604652,1.72040177683663
"2087",1.6035245604652,1.72040177683663
"2090",1.6035245604652,1.7094515945094
"2091",1.6035245604652,1.7094515945094
"2092",1.6035245604652,1.7094515945094
"2093",1.6035245604652,1.7094515945094
"2094",1.6035245604652,1.7094515945094
"2097",1.6035245604652,1.7094515945094
"2098",1.6035245604652,1.7094515945094
"2099",1.6035245604652,1.7094515945094
"2100",1.6035245604652,1.7094515945094
"2101",1.54440909991679,1.7094515945094
"2104",1.54440909991679,1.7094515945094
"2105",1.54440909991679,1.7094515945094
"2106",1.54440909991679,1.7094515945094
"2107",1.54440909991679,1.7094515945094
"2108",1.54440909991679,1.7094515945094
"2111",1.54440909991679,1.49516574793436
"2112",1.54440909991679,1.49516574793436
"2113",1.54440909991679,1.49516574793436
"2114",1.54440909991679,1.49516574793436
"2115",1.54440909991679,1.47267639535937
"2118",1.54440909991679,1.47267639535937
"2119",1.54440909991679,1.47267639535937
"2120",1.54440909991679,1.47267639535937
"2121",1.54440909991679,1.47267639535937
"2122",1.54440909991679,1.47267639535937
"2125",1.54440909991679,1.47267639535937
"2126",1.54440909991679,1.47267639535937
"2127",1.54440909991679,1.47267639535937
"2128",1.49805665541225,1.47267639535937
"2129",1.48830212944562,1.31290105541389
"2132",1.48830212944562,1.31290105541389
"2134",1.48830212944562,1.31290105541389
"2135",1.48830212944562,1.31290105541389
"2136",1.48830212944562,1.31290105541389
"2139",1.48830212944562,1.31290105541389
"2140",1.48830212944562,1.31290105541389
"2141",1.48830212944562,1.31290105541389
"2142",1.48830212944562,1.31290105541389
"2143",1.48830212944562,1.2839994694546
"2147",1.48830212944562,1.09965783068926
"2148",1.48830212944562,1.03802420555344
"2149",1.48830212944562,1.0018006941627
"2150",1.48830212944562,0.967728311266512
"2153",1.48830212944562,0.946859203100791
"2154",1.48830212944562,0.946859203100791
"2155",1.48830212944562,0.946859203100791
"2156",1.48830212944562,0.946859203100791
"2157",1.49805665541225,1.49516574793436
"2160",1.48830212944562,1.47267639535937
"2161",1.48830212944562,1.47267639535937
"2162",1.48830212944562,1.47267639535937
"2163",1.48830212944562,1.47267639535937
"2164",1.48830212944562,1.47267639535937
"2167",1.48830212944562,1.31290105541389
"2168",1.48830212944562,1.31290105541389
"2169",1.48830212944562,1.31290105541389
"2170",1.48830212944562,1.31290105541389
"2171",1.48830212944562,1.2839994694546
"2174",1.49805665541225,1.56313187402969
"2175",1.49805665541225,1.56313187402969
"2176",1.49805665541225,1.56313187402969
"2177",1.49805665541225,1.56313187402969
"2178",1.49805665541225,1.56313187402969
"2181",1.49805665541225,1.56313187402969
"2182",1.49805665541225,1.56313187402969
"2183",1.48830212944562,1.56313187402969
"2184",1.48830212944562,1.56313187402969
"2185",1.48830212944562,1.49516574793436
"2188",1.48830212944562,1.47267639535937
"2189",1.48830212944562,1.47267639535937
"2190",1.48830212944562,1.45288428029026
"2191",1.48830212944562,1.45288428029026
"2192",1.48830212944562,1.45288428029026
"2195",1.48830212944562,1.45288428029026
"2196",1.48830212944562,1.45288428029026
"2197",1.48830212944562,1.45288428029026
"2198",1.48830212944562,1.45288428029026
"2199",1.48830212944562,1.45288428029026
"2202",1.48830212944562,1.45288428029026
"2203",1.48830212944562,1.45288428029026
"2204",1.48830212944562,1.45288428029026
"2205",1.48830212944562,1.45288428029026
"2206",1.48830212944562,1.45288428029026
"2209",1.47718091616369,1.31290105541389
"2210",1.47718091616369,1.38254476037041
"2211",1.47718091616369,1.38254476037041
"2212",1.47718091616369,1.38254476037041
"2213",1.48830212944562,1.56313187402969
"2216",1.48830212944562,1.56313187402969
"2217",1.47718091616369,1.56313187402969
"2218",1.47718091616369,1.56313187402969
"2219",1.46179073207136,1.56313187402969
"2220",1.46179073207136,1.47267639535937
"2223",1.46179073207136,1.45288428029026
"2224",1.46179073207136,1.45288428029026
"2225",1.46179073207136,1.45288428029026
"2226",1.47718091616369,1.72458388610747
"2227",1.47718091616369,1.72458388610747
"2231",1.47718091616369,1.72458388610747
"2232",1.46179073207136,1.72458388610747
"2233",1.46179073207136,1.72458388610747
"2234",1.46179073207136,1.72458388610747
"2237",1.48279660401811,1.72458388610747
"2238",1.48279660401811,1.72040177683663
"2239",1.48279660401811,1.69480409308622
"2240",1.52575050467725,1.74625476584397
"2241",1.52575050467725,1.74625476584397
"2244",1.52575050467725,1.74625476584397
"2245",1.52575050467725,1.72458388610747
"2246",1.52575050467725,1.82124312377915
"2247",1.52575050467725,1.82124312377915
"2248",1.52575050467725,1.82124312377915
"2251",1.52575050467725,1.82124312377915
"2252",1.52575050467725,1.82124312377915
"2253",1.52575050467725,1.82124312377915
"2254",1.52575050467725,1.82124312377915
"2255",1.52575050467725,1.82124312377915
"2258",1.62238437260513,1.91124906878221
"2259",1.62238437260513,1.91124906878221
"2260",1.62238437260513,1.91124906878221
